	RAW_shC_LPS_5hr_S2_L008_R1_001	RAW_sh2_GIV_LPS_5hr_S6_L008_R1_001	RAW_sh1_GIV_LPS_5hr_S4_L008_R1_001
ENSMUSG00000020718.12	64.5394133529439	71.1821014971367	84.5354119764268
ENSMUSG00000020719.14	73855.6702160917	62286.3149610077	78999.6173379438
ENSMUSG00000020720.13	9442.51488402562	9163.82097788816	9499.48281451805
ENSMUSG00000020721.16	1633.94261245706	2090.42982926444	1902.53935860663
ENSMUSG00000020722.5	0	0	0
ENSMUSG00000020723.3	0.931325978584393	0	0
ENSMUSG00000020728.17	0	0.965963703930853	0
ENSMUSG00000020732.13	0	3.84562692069792	6.70104253988641
ENSMUSG00000020733.3	758.705001478822	719.400959930949	731.092557771517
ENSMUSG00000020734.13	0	0	0
ENSMUSG00000020736.12	903.013266521742	828.797075046686	819.473745946918
ENSMUSG00000020737.12	9896.8388459508	8400.51962163454	8754.69253611817
ENSMUSG00000020738.16	11959.8208041728	13073.8971830971	12705.9504489826
ENSMUSG00000020739.11	2258.82128664488	2838.47201894464	2163.89871191047
ENSMUSG00000020740.13	1160.79761557151	4003.0370432486	4076.30610084337
ENSMUSG00000020741.17	5297.69149079721	6402.82139522012	5483.36061441538
ENSMUSG00000020743.15	751.375514925406	847.64288844645	959.347168251174
ENSMUSG00000020744.13	1324.47422158854	1391.23897830104	1460.10300014817
ENSMUSG00000020745.15	7838.87018070497	9233.18169555256	9835.47749073142
ENSMUSG00000020747.18	809.624363767856	819.629827283659	429.941908155991
ENSMUSG00000020752.11	535.439492588054	1092.65638252868	1055.17966818407
ENSMUSG00000020755.9	1064.65756445713	1671.15779368986	1803.69531672916
ENSMUSG00000020758.15	7.29208311862839	4.04201392182158	11.3996065465099
ENSMUSG00000020766.4	1438.16099297253	1480.41370610066	1166.62831828887
ENSMUSG00000020770.13	1160.86865249997	1114.89330231339	1418.05554429407
ENSMUSG00000020773.11	17.3117284575671	3.0008222260957	6.92981756627196
ENSMUSG00000020774.9	16.856161452536	2.02773521678976	1.17028075998791
ENSMUSG00000020775.13	2592.43502242042	2243.97076880253	2432.96612952804
ENSMUSG00000020776.18	913.809759440396	713.445989211262	681.24833167405
ENSMUSG00000020777.16	1995.23600866335	1946.57331034661	1752.97084005612
ENSMUSG00000020778.12	599.08434273821	524.448585691707	630.725710330484
ENSMUSG00000020780.15	4198.64968041945	4112.55808606599	4053.11303182986
ENSMUSG00000020781.14	1241.45388713059	756.579403778636	938.067294198678
ENSMUSG00000020782.18	94.9881395961867	116.372182224837	134.706901220972
ENSMUSG00000020783.14	2171.99527329269	2177.64920873903	2351.09112283508
ENSMUSG00000020785.17	1.92330667854258	9.06100032647748	6.88583418355112
ENSMUSG00000020787.14	0	3.50528131799584	1.2252801439849
ENSMUSG00000020788.15	1002.72539589369	1418.16383082276	1302.8613586667
ENSMUSG00000020790.14	18278.9380525222	17494.0504165579	18991.8340424855
ENSMUSG00000020792.15	905.713437058114	1387.14405411255	1672.8240067788
ENSMUSG00000020793.5	0	2.89789111179256	0
ENSMUSG00000020794.13	1478.35420551552	1705.44107102153	1972.98225728144
ENSMUSG00000020798.14	1.86380430716298	1.92345195773719	1.11577939465551
ENSMUSG00000020799.16	0	0	0
ENSMUSG00000020801.8	432.463005144159	434.549911299885	412.58762606789
ENSMUSG00000020802.8	1586.43513751625	1516.60977201256	1632.37819670331
ENSMUSG00000020803.3	2940.07736359942	2829.07001727344	3012.60873068498
ENSMUSG00000020804.12	0	0	0
ENSMUSG00000020805.14	0	0	0
ENSMUSG00000020806.15	19655.8058046373	15094.1857290917	17169.0929466824
ENSMUSG00000020807.15	102.648053647155	349.041910321833	86.1002371701936
ENSMUSG00000020808.3	520.526727678718	703.604707964056	416.898170797435
ENSMUSG00000020810.5	0	0	2.22314336477853
ENSMUSG00000020811.16	0	0	0
ENSMUSG00000020812.18	528.012459566452	573.404068856185	546.237114904235
ENSMUSG00000020814.13	4.64982913058438	0	1.11319744854557
ENSMUSG00000020817.16	4868.85577128623	5325.13531025731	5623.53374660594
ENSMUSG00000020818.16	1035.39886435022	958.533985286232	830.786772491522
ENSMUSG00000020821.17	5133.95181113329	3704.71156411839	4743.49628180373
ENSMUSG00000020823.16	1129.64311138171	1181.27955647339	1449.09895024561
ENSMUSG00000020826.9	56567.8175902745	48293.9071655943	57600.3239934034
ENSMUSG00000020827.18	2423.16478014559	2783.64143623914	1998.66763616598
ENSMUSG00000020828.13	339.562288281463	236.297018608761	196.346046865059
ENSMUSG00000020829.9	66.1198292148915	89.6459015198585	79.9059050295765
ENSMUSG00000020830.3	0	0	0
ENSMUSG00000020831.18	1064.5141651511	980.436550605269	789.651485164462
ENSMUSG00000020832.14	975.959985572522	898.349162848698	1016.05872192113
ENSMUSG00000020834.17	233.385277900711	335.292576478642	253.189325451407
ENSMUSG00000020836.15	5.67353132598735	4.51737300173964	13.1099147710772
ENSMUSG00000020838.12	409.605403872202	263.589359860063	483.284868210648
ENSMUSG00000020839.16	2.82926020995404	1.23162266859432	2.86978548396471
ENSMUSG00000020840.10	4995.4704751143	4508.34640104688	5326.73436486315
ENSMUSG00000020841.5	33551.6250778319	39544.2226410098	46343.3098368747
ENSMUSG00000020843.15	1068.13635394582	984.756948806782	951.473047583908
ENSMUSG00000020844.6	16.9473319244558	51.7184438558234	43.5236179554209
ENSMUSG00000020846.6	0.932741925811341	0	1.10988426296736
ENSMUSG00000020847.15	0	0	1.11157168238926
ENSMUSG00000020848.7	0	0	0
ENSMUSG00000020849.13	32225.0860699137	32598.223282786	33523.951053073
ENSMUSG00000020850.14	19181.4185045514	22563.5681981146	20858.7298340048
ENSMUSG00000020857.11	17540.3745791884	16335.1273371914	16174.658369776
ENSMUSG00000020859.16	3544.39613874886	4054.66232183976	4631.32153391884
ENSMUSG00000020863.15	9640.54127671943	9652.88742116757	10729.8881891998
ENSMUSG00000020864.13	4166.70364881819	3943.57950982869	3561.47320353461
ENSMUSG00000020865.16	83.4037000029282	80.4123408811693	85.3847840053207
ENSMUSG00000020866.17	13.6594162872871	23.1357502628237	23.8085561248143
ENSMUSG00000020867.13	0	0	0
ENSMUSG00000020868.15	1965.73779963605	1790.19125241399	2076.55839626406
ENSMUSG00000020869.8	18844.0223574295	17868.9549814677	17346.8414087331
ENSMUSG00000020870.7	0.913327120816349	0.984999866243217	0
ENSMUSG00000020871.8	3.78158222297364	7.51908830063297	6.75246739759395
ENSMUSG00000020872.4	0.933421125514497	2.87864376173755	3.34947669446332
ENSMUSG00000020873.15	3601.10198225998	3274.10273893389	3742.98433737025
ENSMUSG00000020875.9	0	0	0
ENSMUSG00000020876.14	1221.0263148687	1036.46340619721	949.90958968121
ENSMUSG00000020877.11	61.8721160536026	100.56601244624	66.4391813833011
ENSMUSG00000020878.6	8.40714094091391	4.79636715776271	5.57984030188989
ENSMUSG00000020882.17	26.2493121670946	29.0559395574891	21.9483866635509
ENSMUSG00000020883.18	171.857982026166	242.655787049996	252.911600294992
ENSMUSG00000020884.15	0	0	0
ENSMUSG00000020886.17	310.800397239389	592.865234768152	759.234569326063
ENSMUSG00000020887.3	0	0	0
ENSMUSG00000020888.16	959.064863396731	811.162161568543	771.146749167422
ENSMUSG00000020889.11	885.947947133611	822.499967632741	1055.02479438927
ENSMUSG00000020890.11	0	0	0
ENSMUSG00000020891.11	8.40908605259747	5.76176340901032	2.22904860003586
ENSMUSG00000020892.10	5.00224427748347	0	1.24172534659425
ENSMUSG00000020893.17	1422.11774363156	2115.52749252919	1489.95785430395
ENSMUSG00000020894.16	1280.38886802867	919.540840070325	1065.29170874269
ENSMUSG00000020895.14	171.263343906449	164.086181354985	143.362303017593
ENSMUSG00000020897.12	1301.20675188843	1700.74849600374	1274.75076269787
ENSMUSG00000020898.18	891.364324444075	1008.80449029146	740.617978169187
ENSMUSG00000020899.16	1986.46118455761	2732.73829356618	2019.96001339981
ENSMUSG00000020900.15	5.59435206831541	0	2.22060157578809
ENSMUSG00000020901.13	22211.948221772	19757.3776178535	18559.8564974957
ENSMUSG00000020902.12	11.0307899387914	6.93280399055043	1.09840815868781
ENSMUSG00000020903.13	507.179794153306	497.573093788267	498.461530548897
ENSMUSG00000020904.11	0	0	0
ENSMUSG00000020905.11	0	1.93192740786171	0
ENSMUSG00000020907.1	0.934076905012711	2.87998416354137	5.57594556183668
ENSMUSG00000020908.14	15.8543325723716	27.9382873992032	21.1471952739091
ENSMUSG00000020910.16	713.673773401636	604.426654876731	570.511138871147
ENSMUSG00000020911.14	0	0	0
ENSMUSG00000020912.4	0	0	0
ENSMUSG00000020913.3	0	0	0
ENSMUSG00000020914.17	13112.5747944212	15738.3006364625	11745.9011243471
ENSMUSG00000020916.8	0	0	0
ENSMUSG00000020917.17	10321.0294099752	10058.3282841552	10496.1974530403
ENSMUSG00000020918.14	3364.19090880483	3367.33877993719	2881.51947098059
ENSMUSG00000020919.11	1002.39329932417	981.001769162385	873.61071786749
ENSMUSG00000020921.6	833.379543425303	541.189532764646	720.505600989171
ENSMUSG00000020922.11	3319.93257363542	3217.69006064099	3382.37112448906
ENSMUSG00000020923.17	3658.12271338296	4088.77949754167	3886.85895850295
ENSMUSG00000020925.16	2188.63478507475	2410.73009872374	2513.01056222567
ENSMUSG00000020926.16	0	0	0
ENSMUSG00000020928.14	0	0	0
ENSMUSG00000020929.14	7588.8185389836	8304.26829385103	8886.57862108903
ENSMUSG00000020930.9	12.1631662221682	3.9970718908122	3.70240482924836
ENSMUSG00000020932.14	9.32853204375086	10.583356404869	3.342544597767
ENSMUSG00000020935.8	2765.66006068149	2596.01967446917	2675.25919426489
ENSMUSG00000020936.8	7851.32014455786	7124.14196882939	7351.47493970808
ENSMUSG00000020937.14	168.088770590292	120.948915401232	153.62559103613
ENSMUSG00000020940.13	0	0.965963703930853	0
ENSMUSG00000020941.7	908.657265247529	822.871039286016	547.879078398263
ENSMUSG00000020945.13	0	0	0
ENSMUSG00000020946.13	3970.05300312867	4349.95087587387	4377.93770982735
ENSMUSG00000020948.9	1234.69059915962	1285.66697385071	1367.41502167911
ENSMUSG00000020949.9	4079.34188610929	4434.00222022689	2749.64729025485
ENSMUSG00000020950.10	18.4635504236644	2.15355262695062	6.33767310666163
ENSMUSG00000020952.10	3072.54999352108	2943.90000956939	3174.24550061428
ENSMUSG00000020953.17	0	1.93192740786171	0
ENSMUSG00000020954.16	2923.70181424979	3191.05243307152	3504.65015491466
ENSMUSG00000020955.9	412.033826453814	349.447648924105	409.645049432667
ENSMUSG00000020956.14	248.737988937968	226.95640802262	251.590533384048
ENSMUSG00000020961.15	0	0	0
ENSMUSG00000020962.14	2736.06256272803	2593.41848819107	2977.06090772755
ENSMUSG00000020963.15	0	0	0
ENSMUSG00000020964.14	6310.47318594173	7046.52582625919	7795.48272203301
ENSMUSG00000020973.7	130.686614832822	176.325593656627	169.388712452835
ENSMUSG00000020974.6	346.049041705997	353.424494111999	320.02382294757
ENSMUSG00000020978.10	996.119262151399	1061.61870451676	936.274804245409
ENSMUSG00000020982.9	3071.0377515855	3665.71054626341	4339.79808662456
ENSMUSG00000020986.13	1256.32260754973	1461.83431806742	1476.72923318545
ENSMUSG00000020988.9	557.938729288567	878.952746387906	681.14871049865
ENSMUSG00000020990.5	0	0	0
ENSMUSG00000020992.5	9.30341400849515	0.975229026479427	1.10217621109886
ENSMUSG00000020993.9	1774.01730437826	1679.29610755615	1938.98467511627
ENSMUSG00000020994.5	4930.08836617632	5118.01480897554	5043.35797274454
ENSMUSG00000021000.17	8194.22964598941	8695.39823232232	9662.95407198751
ENSMUSG00000021003.10	359.632255187708	465.780166979007	283.598510037363
ENSMUSG00000021007.14	420.959113031216	374.302020277629	375.833731292354
ENSMUSG00000021009.15	233.033129962275	215.644108580112	335.046142648233
ENSMUSG00000021010.8	0	0	0
ENSMUSG00000021012.16	2713.55187636843	3057.29360886357	3496.2019337921
ENSMUSG00000021013.16	134.807498618005	203.730210771991	186.438860400682
ENSMUSG00000021018.8	1271.99754932218	1374.65540564539	1169.99647975261
ENSMUSG00000021022.9	2277.59961534099	2384.43425379008	2499.16831916283
ENSMUSG00000021023.14	1203.07652206735	1288.47606698553	1146.30984390117
ENSMUSG00000021024.14	22588.8244841699	23957.4112465168	25443.9889814319
ENSMUSG00000021025.8	28132.2834709871	26122.9467082737	26385.2806640894
ENSMUSG00000021027.17	2516.15691269001	3716.0283343401	3123.8151826231
ENSMUSG00000021028.8	624.772007648665	477.570166013576	561.679082544439
ENSMUSG00000021032.13	0	0	2.22314336477853
ENSMUSG00000021033.11	802.660070824767	817.729813161332	783.489074353393
ENSMUSG00000021036.10	5942.02788056959	4961.53132746005	5297.0400753106
ENSMUSG00000021037.7	10119.4041960598	10168.7215600196	11422.2509022897
ENSMUSG00000021038.17	2335.00431612345	2323.95639395316	2390.96246698194
ENSMUSG00000021039.9	8266.35249950398	7185.18085817347	7604.24083009503
ENSMUSG00000021040.15	2199.6545407274	2034.56386508673	2211.53791351208
ENSMUSG00000021044.15	1154.13227256013	957.524824021129	965.22869695522
ENSMUSG00000021047.7	233.737864434586	94.2836261683829	192.822253656033
ENSMUSG00000021048.7	3429.88533703313	3971.43104929989	3386.26499426179
ENSMUSG00000021051.10	2369.26034759483	2566.48562881666	3603.22365867803
ENSMUSG00000021054.6	1048.32808782162	867.744942694532	951.532182957818
ENSMUSG00000021055.14	2.887409260499	0	2.15120647917221
ENSMUSG00000021056.8	0	0	0
ENSMUSG00000021057.15	3.19671899726921	10.5277666471906	5.70506394706397
ENSMUSG00000021061.15	2.79753712034752	1.92416696554494	1.11463490306107
ENSMUSG00000021062.15	11.8629125550471	5.4169457779997	33.115079809926
ENSMUSG00000021065.16	1152.44576117311	1092.29208231106	1338.939802452
ENSMUSG00000021066.9	34.3988448970125	26.4846350745562	37.1278629804397
ENSMUSG00000021067.8	5215.79630187147	4985.94160040333	5066.61882646936
ENSMUSG00000021068.17	2234.13103338579	2391.40347911935	2271.23875775604
ENSMUSG00000021069.17	0	0	0
ENSMUSG00000021070.6	0	0	1.11157168238926
ENSMUSG00000021071.16	0	0	0
ENSMUSG00000021072.12	7001.40164152214	6941.54228226673	7120.88069064397
ENSMUSG00000021076.6	3340.44693522152	3129.61657816158	3467.34929635846
ENSMUSG00000021078.5	0	0	0
ENSMUSG00000021079.16	1258.6407270906	1368.08701662028	1264.7385647484
ENSMUSG00000021081.12	0	0	0
ENSMUSG00000021086.5	0	0	0
ENSMUSG00000021087.18	0	0	0
ENSMUSG00000021090.16	0	0	0
ENSMUSG00000021091.8	0	0	0
ENSMUSG00000021094.10	618.005069299559	581.342533110892	483.832166143065
ENSMUSG00000021095.5	0	0	0
ENSMUSG00000021096.11	1851.33526743767	2087.5166251164	2652.22304945065
ENSMUSG00000021097.15	1.86499415328271	0	2.22035137868006
ENSMUSG00000021098.14	0	0	0
ENSMUSG00000021099.6	0	0	0
ENSMUSG00000021101.2	0	0	0
ENSMUSG00000021102.4	1319.08099685755	1234.82227230554	1001.55255317207
ENSMUSG00000021103.12	1012.37164451419	1062.62085108814	1002.96627879519
ENSMUSG00000021108.18	1241.94847856758	1144.73498747873	1520.31279440002
ENSMUSG00000021109.13	8936.59509451183	11943.3866729334	10753.0890780558
ENSMUSG00000021111.15	14756.9092107978	16526.6457393541	15795.1942390377
ENSMUSG00000021112.9	1457.56658428674	1483.87833758637	2076.87763654179
ENSMUSG00000021113.5	905.426173842882	916.415837649065	1108.93335792454
ENSMUSG00000021114.9	2640.89590922067	2359.71330368565	2564.28157450096
ENSMUSG00000021115.15	1836.50462768479	1671.64784063123	1705.3137676461
ENSMUSG00000021116.10	13099.8584978316	13577.7428488708	13489.0756877974
ENSMUSG00000021118.7	59.9060584447193	49.937807070855	38.9359834768003
ENSMUSG00000021120.11	339.561165352384	263.307001723903	298.336297417916
ENSMUSG00000021123.12	15.8821749666134	59.4601183248587	27.7967206466385
ENSMUSG00000021124.13	2297.90666835128	2220.82112664478	2242.3944094808
ENSMUSG00000021125.6	206.076221268489	183.652894819358	142.115143247836
ENSMUSG00000021127.7	289.459899510281	951.651591424871	620.742392410096
ENSMUSG00000021130.8	2.04494341191911	3.21501723909419	3.65045199039208
ENSMUSG00000021131.14	4520.39705900318	4956.91829476113	4875.69692113633
ENSMUSG00000021133.9	12504.1227499744	13077.6839759179	11955.4660757094
ENSMUSG00000021134.17	9284.77289409305	9074.31295365622	9502.64483683816
ENSMUSG00000021135.8	0	0	0
ENSMUSG00000021136.13	2.76805990574769	0.975008261171362	0
ENSMUSG00000021139.17	650.390530669477	625.396797693594	680.395465663648
ENSMUSG00000021140.9	1022.87204636713	1684.94188751221	1576.14542122865
ENSMUSG00000021143.10	1288.35674203908	1303.51148079227	1004.96607416886
ENSMUSG00000021144.14	1979.38433152029	1719.14308266714	1742.71211370448
ENSMUSG00000021147.17	2813.53558499817	3183.23718213029	4128.88245688159
ENSMUSG00000021148.11	0	0	0
ENSMUSG00000021149.8	10308.738910847	10980.5170726709	10878.9273253971
ENSMUSG00000021156.17	2097.30546775937	1235.43616298336	1572.72719635768
ENSMUSG00000021171.8	1794.19063395004	1888.61993696536	2394.06534382078
ENSMUSG00000021175.15	644.884186866861	628.479345051895	612.918943453
ENSMUSG00000021176.6	107.937352245749	94.5195831311187	96.3751566058055
ENSMUSG00000021177.16	948.156858099774	970.49516864435	944.631217207802
ENSMUSG00000021178.9	11775.5868043838	12161.2864894249	12866.9689779444
ENSMUSG00000021179.8	544.224854232774	717.465278716729	605.641869119228
ENSMUSG00000021180.9	94.5373175898467	58.1487529873303	66.8758978660762
ENSMUSG00000021182.16	223.793405384119	259.61960734296	205.924577360526
ENSMUSG00000021185.16	610.561729863769	598.542885993692	452.653949958165
ENSMUSG00000021186.9	0.977044743639886	12.0434968702987	15.2969711762363
ENSMUSG00000021187.14	7.455490519384	2.88445093489166	7.8121379479806
ENSMUSG00000021188.14	2157.19408058291	3052.2720464546	3412.33553179819
ENSMUSG00000021189.11	1212.68723496533	1441.38178170922	1556.33529242869
ENSMUSG00000021190.14	18574.5336158646	13739.6657811533	14530.0308227588
ENSMUSG00000021192.16	1104.42382526309	1232.50283027962	1469.40440955518
ENSMUSG00000021193.10	4510.28132555878	5175.31494455221	4237.23673311395
ENSMUSG00000021194.6	0	0	0
ENSMUSG00000021196.14	15880.735201458	16750.4849347024	16633.5180068476
ENSMUSG00000021198.16	0	0	0
ENSMUSG00000021200.14	7.07396610325853	94.3817911743488	19.9774256727822
ENSMUSG00000021203.15	193.68912394286	203.600031968438	209.209296432451
ENSMUSG00000021207.9	0	0	0
ENSMUSG00000021208.9	0	0	1.11157168238926
ENSMUSG00000021209.12	8.48316538358196	0.751313277787629	1.25519438851985
ENSMUSG00000021210.16	0	0	0
ENSMUSG00000021211.4	4.69239833849415	0.961885302243355	1.10777572295561
ENSMUSG00000021213.12	45.9745031290883	63.1161647808841	36.908961457442
ENSMUSG00000021214.14	0	0	0
ENSMUSG00000021215.15	637.551560143309	1315.11248057662	866.757331459959
ENSMUSG00000021216.7	0	0	3.33471504716779
ENSMUSG00000021217.7	443.54266289657	473.215756742562	499.965675411667
ENSMUSG00000021218.10	15647.1426872835	16009.5465204989	16812.5861651059
ENSMUSG00000021219.16	0	2.89789111179256	0
ENSMUSG00000021221.15	6.29013750470283	1.14687461017687	7.76268474813529
ENSMUSG00000021222.9	306.462069393322	265.764825533332	213.906105395883
ENSMUSG00000021223.13	0.931325978584393	0	0
ENSMUSG00000021224.15	1342.17747495448	1709.81837682845	2081.37245397565
ENSMUSG00000021226.7	53.3914160505067	64.1633970203549	41.2303830343908
ENSMUSG00000021228.15	0	0	0
ENSMUSG00000021234.9	119.05658585235	154.696662621433	154.591492183402
ENSMUSG00000021235.13	903.018014881472	571.590613042775	700.241340505307
ENSMUSG00000021236.16	534.156853174294	746.877755802748	579.064780718582
ENSMUSG00000021238.11	100.046637115328	94.0071836908719	69.1254554189565
ENSMUSG00000021239.12	3.70639838329278	1.95318093553737	1.10508430947365
ENSMUSG00000021240.6	1469.52332927408	1302.93373426637	1003.44415323927
ENSMUSG00000021241.7	1135.02925324674	1103.07772318003	1084.73128215557
ENSMUSG00000021242.9	41530.8143520325	30319.2565026175	35535.8705606935
ENSMUSG00000021243.14	2446.5856474265	2272.54632094523	2398.32103749101
ENSMUSG00000021244.15	2775.27607233161	2893.6742839247	3354.51848933659
ENSMUSG00000021245.15	533.240447062622	549.528764638808	551.036739340941
ENSMUSG00000021248.9	13783.1028711353	13232.8496798091	13126.0625067748
ENSMUSG00000021250.13	3249.02436780039	2608.92790736125	2501.7611113193
ENSMUSG00000021252.11	1483.436008208	1512.7855560624	1369.19631760701
ENSMUSG00000021253.7	9.33908390275799	6.7227274518863	11.1493168594838
ENSMUSG00000021254.9	1606.19555925996	1530.92630988506	1531.28027582151
ENSMUSG00000021255.17	0	0	0
ENSMUSG00000021256.5	2.70631717655467	3.07235914891706	3.24723028141485
ENSMUSG00000021257.14	75.0318716257101	52.5866253495313	32.4930632922859
ENSMUSG00000021258.10	2339.16450693217	2164.703978324	2167.59924150672
ENSMUSG00000021259.5	0	0	0
ENSMUSG00000021260.8	0	0	1.11157168238926
ENSMUSG00000021262.15	4792.34437822374	3349.25199261033	2800.79154167125
ENSMUSG00000021263.11	0	0	0
ENSMUSG00000021264.12	4374.07758092311	4306.234874357	5032.28962743026
ENSMUSG00000021265.3	0	0	0
ENSMUSG00000021266.16	7578.34063668326	6392.96497623905	7462.55764095119
ENSMUSG00000021268.17	0	0	0
ENSMUSG00000021270.13	100981.205821366	119558.700235229	141561.844986799
ENSMUSG00000021271.5	527.711715586883	567.465365419297	554.90487336153
ENSMUSG00000021273.11	1699.1860421208	1607.25209699042	1498.75275331105
ENSMUSG00000021275.16	954.91123542684	1066.83864702039	884.268858591097
ENSMUSG00000021276.10	1691.02900492841	1861.7958893251	1983.00037932282
ENSMUSG00000021277.16	1506.45593048753	1867.10204702464	2102.28727194935
ENSMUSG00000021278.7	7.55929274285309	0.718795767865905	1.2882832622891
ENSMUSG00000021279.5	3861.99304321433	2867.81816787148	3474.7952717927
ENSMUSG00000021280.9	605.114569587391	615.134357500375	419.088284172141
ENSMUSG00000021281.15	13175.2423440854	16032.1243559335	16803.1000284226
ENSMUSG00000021282.17	23313.8457082123	23647.7539006938	27648.3850291381
ENSMUSG00000021285.15	442.448690073249	484.350299811203	651.030343641408
ENSMUSG00000021286.8	81.4390151513418	83.5923400873519	153.990835488767
ENSMUSG00000021287.12	97.3220098160686	206.301068385462	93.5321334998534
ENSMUSG00000021288.19	3083.71890980408	2402.15735399514	2136.46297920373
ENSMUSG00000021290.6	2257.38578019532	2389.73443377915	2381.72961711276
ENSMUSG00000021294.7	0	0	0
ENSMUSG00000021298.8	112.988263191496	259.244976055706	190.130702097243
ENSMUSG00000021301.9	0	0	0
ENSMUSG00000021302.10	1670.74565552515	1865.78047040907	1992.6852900511
ENSMUSG00000021303.14	6.48266233624377	4.8974140465169	9.92179684318137
ENSMUSG00000021306.11	1377.48424175069	2119.10570758373	1259.84553945667
ENSMUSG00000021311.9	1540.28239198919	2146.82748029826	2067.27024023949
ENSMUSG00000021313.16	2.03631384898354	9.27763121489295	0
ENSMUSG00000021314.13	0	0	0
ENSMUSG00000021318.15	0	0	0
ENSMUSG00000021319.7	4.6663875662067	6.75098220441521	1.11101590169112
ENSMUSG00000021322.8	168.368243337989	512.893584046798	133.850513603392
ENSMUSG00000021326.13	3618.87247353979	3966.64417280858	3759.36569286623
ENSMUSG00000021327.19	1958.04694446348	1930.44368579683	2055.69793136218
ENSMUSG00000021335.13	0	0	0
ENSMUSG00000021336.17	0	0	0
ENSMUSG00000021337.8	0	0	0
ENSMUSG00000021338.17	119.967937351914	171.41937394734	95.5332537539409
ENSMUSG00000021339.4	2004.45510464333	1518.53737183766	1612.79203297712
ENSMUSG00000021340.13	0	1.92590897967648	5.57522661162186
ENSMUSG00000021342.14	0	0	0
ENSMUSG00000021345.16	0	0	0
ENSMUSG00000021346.14	0	0	0
ENSMUSG00000021347.3	0	0	0
ENSMUSG00000021348.3	0	1.9319274078617	0
ENSMUSG00000021356.10	86.1338326466433	213.81810044044	295.198138882855
ENSMUSG00000021357.14	2225.46811176785	2052.54815148062	2449.65863828202
ENSMUSG00000021359.16	1.84668885811699	3.93214229409147	2.20341868690485
ENSMUSG00000021360.16	21.8501956301595	73.2216539939423	15.8409161580842
ENSMUSG00000021361.7	3207.70493726403	2924.39447854603	2943.87805847538
ENSMUSG00000021362.7	0	0	0
ENSMUSG00000021363.14	0	0	0
ENSMUSG00000021364.16	0	0	0
ENSMUSG00000021365.15	3.0812180591735	287.279380698466	11.7943390484153
ENSMUSG00000021366.8	1790.45352308179	1264.39367209421	1787.50799780488
ENSMUSG00000021367.8	1097.72536522904	1690.53459236518	1464.16073513159
ENSMUSG00000021368.15	277.278763106072	326.137325372629	250.183028639236
ENSMUSG00000021371.5	1555.60121179615	1517.59814751144	1862.84025402414
ENSMUSG00000021373.16	0	0	0
ENSMUSG00000021374.10	10310.8351764383	10243.0525538381	10416.5212482396
ENSMUSG00000021375.11	34.4387988871102	89.4750064218914	56.9738853983457
ENSMUSG00000021376.11	59.0477128235344	90.5507722593384	34.0688739102708
ENSMUSG00000021377.15	6370.50780778855	8848.80713656022	8073.33922999184
ENSMUSG00000021379.2	0	0	0
ENSMUSG00000021381.4	0	0	0
ENSMUSG00000021384.14	185.649610352383	112.062825948642	124.848469866105
ENSMUSG00000021385.10	921.10820633982	1090.52189266201	1082.95298734432
ENSMUSG00000021388.14	0	0	0
ENSMUSG00000021390.6	0	0	3.33471504716779
ENSMUSG00000021391.10	194.529620539918	178.758411836744	168.200167567071
ENSMUSG00000021392.8	2499.81589748941	3664.94321487892	3489.91633756807
ENSMUSG00000021395.11	1415.96452137532	1474.92955053314	1551.59177521134
ENSMUSG00000021396.5	14.7922101928857	5.89422155964376	15.4148656055135
ENSMUSG00000021400.8	1135.66572226668	1162.84488795535	907.464921553664
ENSMUSG00000021403.3	72.4862531156737	77.5031846423242	132.535280283273
ENSMUSG00000021404.12	0	0	0
ENSMUSG00000021408.15	2933.26430944585	2931.89213717451	2938.72034211498
ENSMUSG00000021411.16	0	0	0
ENSMUSG00000021413.9	5328.70663186104	4640.61721116451	5036.61640947676
ENSMUSG00000021414.8	0	0	2.22314336477853
ENSMUSG00000021415.13	0	0	0
ENSMUSG00000021416.11	0	1.93192740786171	0
ENSMUSG00000021417.15	755.424655612836	754.768593587349	619.742473618133
ENSMUSG00000021418.15	321.413238406147	467.937165855117	498.739718006005
ENSMUSG00000021420.13	558.709231630575	817.486400929718	467.108001053832
ENSMUSG00000021423.6	8320.27854379353	6298.84910179321	6671.84257405468
ENSMUSG00000021427.10	14093.2695830316	14452.863745598	15612.6613697675
ENSMUSG00000021428.9	1678.69645799595	1854.10570737868	1936.22477386248
ENSMUSG00000021431.15	2160.96084727766	2441.26564975049	2251.99241082598
ENSMUSG00000021432.15	682.709644674738	592.475207332626	654.104937379073
ENSMUSG00000021439.8	0	0	0
ENSMUSG00000021440.7	0	0	0
ENSMUSG00000021441.4	0	0	0
ENSMUSG00000021448.8	0	0	0
ENSMUSG00000021451.16	9708.24297132425	7278.03956786532	8166.43183600397
ENSMUSG00000021453.2	486.861034645494	253.247058036527	325.014854267419
ENSMUSG00000021456.8	0	0	0
ENSMUSG00000021457.14	1547.0445836914	2376.83957586401	1939.32439791188
ENSMUSG00000021458.17	1956.76624870493	2820.65334563801	2092.51488865012
ENSMUSG00000021460.17	352.146222858143	304.070184401605	324.000447505858
ENSMUSG00000021461.17	251.512533923885	491.395974009478	415.078465019235
ENSMUSG00000021464.14	0	0	0
